user_id,monthly_income,age,risk_tolerance,job_industry,dependent_count,monthly_expenses,emergency_fund_ratio,spending_volatility,income_stability,savings_goal_timeline,fixed_deposit_rate,savings_account_rate,debt_to_income_ratio,fixed_deposit_allocation_percentage,savings_account_allocation_percentage
2921,3921.75,25,3.74,Services,3,3568.8,0.47,0.11,0.88,29,2.97,0.55,0.19,67.0,33.0
2922,6117.51,38,4.47,Education,2,5022.14,0.15,0.22,0.81,23,2.58,0.45,0.27,63.0,37.0
2923,4707.95,30,4.88,Healthcare,0,2531.32,0.58,0.16,0.7,26,3.06,0.58,0.33,63.0,37.0
2924,4903.72,23,5.67,Healthcare,3,3717.9,0.72,0.15,0.97,15,2.92,0.55,0.15,69.0,31.0
2925,5137.63,38,4.66,Services,2,3787.35,0.52,0.19,0.68,28,2.78,0.42,0.18,62.0,38.0
2926,5378.36,34,4.2,Manufacturing,0,3612.47,0.25,0.22,0.92,31,2.51,0.37,0.25,69.0,31.0
2927,4825.66,45,6.64,Retail,1,3637.02,0.1,0.27,0.93,34,2.88,0.54,0.37,77.0,23.0
2928,5322.07,37,6.06,Energy,2,4131.46,0.6,0.16,0.62,21,2.74,0.54,0.34,62.0,38.0
2929,7367.18,23,4.69,Government,1,5420.2,0.38,0.22,0.98,41,2.66,0.53,0.21,76.0,24.0
2930,6478.17,23,6.26,Education,3,6029.42,0.34,0.15,0.88,21,2.85,0.5,0.28,71.0,29.0
2931,6303.73,29,4.82,Government,1,4932.41,0.57,0.18,0.99,20,2.72,0.6,0.15,69.0,31.0
2932,4316.69,29,5.59,Government,2,4161.79,0.31,0.21,0.83,22,2.78,0.7,0.25,67.0,33.0
2933,3666.14,42,6.96,Education,0,2765.42,0.51,0.19,0.9,22,2.55,0.67,0.3,73.0,27.0
2934,6432.95,34,4.59,Healthcare,1,4612.15,0.4,0.13,0.82,12,2.49,0.53,0.43,61.0,39.0
2935,6314.07,44,3.74,Retail,0,4508.68,0.44,0.23,0.92,14,3.09,0.58,0.34,60.0,40.0
2936,7209.01,24,5.28,Education,0,4991.39,0.64,0.24,0.89,14,2.56,0.48,0.08,64.0,36.0
2937,4094.03,42,3.45,Education,0,2728.43,0.33,0.32,0.82,25,2.57,0.3,0.17,59.0,41.0
2938,4655.68,40,5.08,Retail,0,2621.8,0.31,0.21,0.89,35,2.68,0.65,0.34,72.0,28.0
2939,2540.77,23,5.08,Services,0,1692.73,0.37,0.21,0.76,18,2.97,0.43,0.08,61.0,39.0
2940,4411.29,45,1.8,Technology,1,2151.93,0.22,0.22,0.79,22,2.67,0.37,0.29,54.0,46.0
2941,6494.86,35,6.3,Finance,0,4918.12,0.54,0.13,1.0,17,2.77,0.61,0.25,73.0,27.0
2942,4300.26,38,5.23,Manufacturing,0,2945.83,0.52,0.14,0.95,29,2.62,0.7,0.3,74.0,26.0
2943,5960.72,28,7.27,Retail,4,5291.41,0.4,0.2,0.74,26,3.03,0.55,0.19,71.0,29.0
2944,4714.25,45,5.82,Energy,1,3152.51,0.26,0.1,0.79,31,2.38,0.48,0.39,72.0,28.0
2945,5486.09,25,6.6,Retail,1,4317.52,0.1,0.14,0.79,15,2.85,0.61,0.21,67.0,33.0
2946,3278.46,41,7.29,Retail,0,2733.42,0.27,0.18,0.86,23,3.18,0.53,0.35,74.0,26.0
2947,5127.81,41,5.3,Energy,1,3877.95,0.37,0.25,0.84,22,2.74,0.37,0.34,65.0,35.0
2948,2500.0,27,5.5,Technology,2,2520.67,0.12,0.21,0.95,22,2.61,0.4,0.14,70.0,30.0
2949,4719.66,50,3.14,Technology,1,3781.76,0.77,0.12,0.95,31,2.37,0.45,0.33,68.0,32.0
2950,2554.29,36,7.36,Manufacturing,1,1600.02,0.46,0.2,0.95,19,2.87,0.54,0.24,75.0,25.0
2951,6808.99,40,5.28,Healthcare,2,5709.53,0.48,0.23,1.0,20,2.98,0.58,0.34,70.0,30.0
2952,6166.11,23,3.99,Technology,3,5523.04,0.38,0.24,0.69,17,3.03,0.46,0.15,55.0,45.0
2953,5700.01,51,6.61,Healthcare,3,4219.26,0.51,0.25,0.93,41,3.1,0.6,0.27,80.0,20.0
2954,7281.51,25,2.23,Retail,0,4436.09,0.35,0.26,0.78,16,2.95,0.64,0.27,52.0,48.0
2955,3576.63,43,4.86,Services,2,2606.27,0.38,0.23,0.76,28,2.48,0.48,0.33,64.0,36.0
2956,7621.04,27,6.86,Technology,0,5030.06,0.61,0.22,0.95,13,3.04,0.36,0.17,70.0,30.0
2957,6398.29,30,4.84,Manufacturing,2,4775.65,0.56,0.21,0.89,27,2.63,0.57,0.33,68.0,32.0
2958,4645.17,41,4.42,Healthcare,1,3458.57,0.4,0.24,0.79,14,2.72,0.68,0.34,58.0,42.0
2959,6703.43,43,4.88,Retail,1,5110.53,0.7,0.16,0.95,25,2.94,0.45,0.16,70.0,30.0
2960,3340.56,24,2.49,Manufacturing,2,3113.8,0.39,0.19,0.67,26,2.87,0.67,0.11,55.0,45.0
2961,3763.23,43,6.57,Services,2,3183.3,0.32,0.17,0.81,23,2.63,0.44,0.36,70.0,30.0
2962,4087.12,43,5.32,Technology,2,2843.68,0.42,0.22,0.86,29,2.87,0.49,0.18,69.0,31.0
2963,4206.53,27,5.09,Finance,0,3575.55,0.45,0.19,0.84,27,2.3,0.62,0.25,68.0,32.0
2964,3415.16,47,5.1,Education,2,2378.81,0.22,0.25,0.91,18,2.98,0.47,0.28,65.0,35.0
2965,6834.62,23,5.52,Manufacturing,3,5430.88,0.47,0.2,0.79,27,2.7,0.36,0.2,67.0,33.0
2966,4611.72,30,6.48,Construction,0,3273.17,0.72,0.25,0.93,25,3.2,0.57,0.46,73.0,27.0
2967,5528.76,38,5.42,Services,1,5169.39,0.54,0.1,0.89,31,2.73,0.37,0.2,74.0,26.0
2968,4144.47,28,3.46,Finance,2,3432.41,0.5,0.16,0.7,12,3.05,0.59,0.17,53.0,47.0
2969,2500.0,37,6.36,Construction,1,1611.06,0.47,0.25,0.69,24,2.98,0.58,0.37,65.0,35.0
2970,5405.09,36,6.25,Healthcare,2,3152.68,0.25,0.2,1.0,24,2.96,0.65,0.33,75.0,25.0
2971,2500.0,33,5.81,Technology,1,1318.4,0.25,0.25,0.89,21,2.96,0.41,0.31,68.0,32.0
2972,4897.05,41,7.11,Construction,4,4463.83,0.42,0.21,0.75,32,2.9,0.41,0.33,73.0,27.0
2973,2947.53,33,5.55,Technology,3,2699.4,0.34,0.15,0.78,18,2.93,0.5,0.24,65.0,35.0
2974,7980.91,36,7.17,Technology,0,4054.45,0.18,0.29,0.84,29,2.95,0.46,0.19,73.0,27.0
2975,6367.04,44,7.61,Healthcare,1,4707.9,0.35,0.17,0.75,18,2.75,0.34,0.46,69.0,31.0
2976,5158.63,41,6.37,Finance,1,2943.04,0.47,0.16,1.0,34,2.67,0.47,0.19,80.0,20.0
2977,6895.56,41,4.38,Technology,0,3844.69,0.49,0.24,0.75,27,2.7,0.5,0.1,62.0,38.0
2978,3730.53,25,5.3,Construction,1,2926.57,0.28,0.15,0.85,11,2.74,0.55,0.18,63.0,37.0
2979,5815.22,39,7.36,Finance,2,4014.16,0.39,0.14,1.0,33,2.84,0.52,0.38,80.0,20.0
2980,5299.72,27,3.25,Finance,3,5380.86,0.46,0.16,0.93,28,2.95,0.48,0.08,66.0,34.0
2981,5396.03,24,4.91,Healthcare,3,4149.71,0.21,0.24,0.98,24,2.82,0.66,0.17,69.0,31.0
2982,6908.53,34,4.99,Manufacturing,0,5257.01,0.28,0.31,0.75,18,2.99,0.47,0.39,59.0,41.0
2983,6098.74,27,4.2,Government,2,6220.71,0.4,0.2,0.9,17,2.8,0.44,0.14,63.0,37.0
2984,5433.09,41,6.81,Services,1,3439.01,0.26,0.16,0.76,28,3.24,0.48,0.32,72.0,28.0
2985,2517.67,41,6.07,Energy,0,2140.02,0.35,0.26,0.95,11,2.82,0.56,0.3,66.0,34.0
2986,3559.93,23,4.43,Finance,1,2550.63,0.77,0.17,0.88,18,2.79,0.45,0.24,64.0,36.0
2987,4815.94,28,6.41,Energy,3,3673.43,0.17,0.18,0.78,29,2.67,0.55,0.29,71.0,29.0
2988,5140.06,23,5.26,Healthcare,1,3507.76,0.61,0.22,0.86,12,3.03,0.55,0.14,62.0,38.0
2989,3304.69,31,4.16,Technology,4,2820.62,0.45,0.26,0.89,13,3.01,0.44,0.39,59.0,41.0
2990,8617.52,38,4.43,Government,2,8171.26,0.22,0.2,1.0,28,3.12,0.45,0.18,71.0,29.0
2991,7274.59,33,6.15,Education,1,6255.87,0.5,0.18,0.65,21,3.06,0.69,0.25,63.0,37.0
2992,5903.18,30,6.91,Technology,0,4608.0,0.41,0.32,0.86,37,2.81,0.51,0.26,76.0,24.0
2993,5108.06,45,4.77,Services,0,2656.49,0.58,0.17,0.88,21,2.57,0.3,0.34,66.0,34.0
2994,4681.69,23,6.32,Government,2,3758.07,0.5,0.17,1.0,11,2.84,0.43,0.11,70.0,30.0
2995,3572.12,44,7.87,Technology,2,2121.97,0.43,0.18,0.73,33,3.01,0.56,0.46,76.0,24.0
2996,5116.22,30,3.61,Government,1,4227.13,0.35,0.23,0.84,13,2.79,0.5,0.27,57.0,43.0
2997,5386.63,34,6.03,Construction,1,3564.86,0.58,0.18,0.91,15,2.71,0.5,0.38,68.0,32.0
2998,3137.36,30,6.75,Services,3,2856.25,0.34,0.24,0.84,21,2.74,0.57,0.18,69.0,31.0
2999,5501.26,47,5.36,Manufacturing,1,3629.71,0.19,0.2,0.95,25,3.06,0.42,0.25,71.0,29.0
3000,4767.11,25,7.36,Retail,2,2713.91,0.12,0.18,0.95,27,2.73,0.52,0.06,78.0,22.0
3001,2500.0,35,8.8,Government,2,2215.55,0.21,0.17,0.98,31,2.94,0.48,0.38,80.0,20.0
3002,3709.42,39,6.02,Retail,0,2768.12,0.52,0.2,0.84,6,2.98,0.52,0.2,62.0,38.0
3003,4379.59,23,5.15,Retail,3,3780.1,0.35,0.22,0.83,16,2.92,0.46,0.15,63.0,37.0
3004,7831.53,27,6.97,Manufacturing,2,4124.33,0.28,0.2,0.85,32,2.67,0.47,0.28,76.0,24.0
3005,5834.83,33,6.76,Finance,0,4230.46,0.33,0.21,0.96,16,2.75,0.55,0.0,71.0,29.0
3006,2996.78,27,1.72,Energy,3,2244.93,0.52,0.16,0.95,23,2.48,0.41,0.22,60.0,40.0
3007,5729.05,28,5.5,Healthcare,3,5225.79,0.49,0.16,0.75,34,2.72,0.44,0.38,70.0,30.0
3008,2679.04,32,4.91,Technology,2,1931.93,0.42,0.2,0.81,22,2.45,0.66,0.2,64.0,36.0
3009,6624.04,40,6.1,Government,1,4453.5,0.31,0.21,0.97,21,3.01,0.55,0.21,72.0,28.0
3010,4293.31,32,5.21,Education,4,4206.01,0.34,0.2,0.79,22,2.54,0.59,0.39,64.0,36.0
3011,4859.55,43,5.37,Manufacturing,0,2759.78,0.38,0.17,0.82,34,2.59,0.5,0.18,72.0,28.0
3012,6988.69,27,4.21,Technology,1,4868.78,0.27,0.2,0.81,11,2.74,0.51,0.35,57.0,43.0
3013,3069.25,24,6.6,Manufacturing,0,2151.42,0.38,0.2,0.95,38,2.69,0.42,0.33,80.0,20.0
3014,2904.32,50,7.98,Services,1,2715.54,0.26,0.19,0.81,22,3.19,0.53,0.35,73.0,27.0
3015,4124.6,29,4.23,Government,3,3445.36,0.45,0.17,0.88,21,3.04,0.53,0.16,64.0,36.0
3016,6557.57,24,3.4,Education,2,5775.5,0.47,0.23,0.93,17,2.75,0.58,0.23,61.0,39.0
3017,2720.98,23,5.53,Energy,2,1739.75,0.57,0.2,0.8,14,3.11,0.47,0.22,62.0,38.0
3018,2500.0,43,5.46,Healthcare,1,2253.52,0.44,0.16,0.93,6,2.89,0.5,0.31,64.0,36.0
3019,4323.26,32,7.26,Finance,3,3199.02,0.43,0.19,0.84,33,2.79,0.7,0.33,77.0,23.0
3020,5827.61,32,3.66,Finance,1,4082.0,0.27,0.17,0.91,6,2.62,0.5,0.25,57.0,43.0
3021,6800.39,33,4.69,Energy,0,4767.9,0.39,0.2,0.85,23,2.68,0.42,0.25,65.0,35.0
3022,4305.26,43,2.28,Technology,2,2955.17,0.25,0.27,0.72,20,3.24,0.55,0.37,51.0,49.0
3023,4382.86,33,7.56,Retail,1,3654.87,0.14,0.21,0.84,26,2.89,0.52,0.53,75.0,25.0
3024,6730.85,53,5.88,Healthcare,0,3929.6,0.36,0.21,1.0,8,2.75,0.41,0.18,67.0,33.0
3025,2500.0,36,4.8,Technology,3,2382.45,0.32,0.27,0.65,17,2.82,0.54,0.38,56.0,44.0
3026,4417.22,43,3.52,Services,2,4011.38,0.49,0.21,0.78,27,2.83,0.6,0.35,61.0,39.0
3027,5285.64,41,3.65,Manufacturing,3,4863.82,0.26,0.22,0.95,25,2.79,0.43,0.35,65.0,35.0
3028,5673.83,34,6.12,Government,2,4907.93,0.8,0.21,0.93,18,2.31,0.63,0.32,70.0,30.0
3029,4235.29,30,3.84,Education,0,3600.0,0.33,0.18,0.95,24,2.97,0.44,0.25,66.0,34.0
3030,5051.66,37,5.66,Government,0,3494.0,0.39,0.22,0.95,37,3.16,0.42,0.31,76.0,24.0
3031,2500.0,39,8.56,Construction,3,2148.2,0.31,0.29,0.82,32,2.86,0.51,0.27,78.0,22.0
3032,4012.63,30,4.98,Finance,0,2743.13,0.52,0.13,1.0,31,2.89,0.57,0.36,75.0,25.0
3033,5680.26,36,4.06,Manufacturing,2,5297.18,0.37,0.18,0.95,28,2.64,0.58,0.35,69.0,31.0
3034,3526.56,44,6.07,Energy,0,2997.58,0.25,0.16,0.76,25,2.72,0.53,0.06,68.0,32.0
3035,5088.48,51,3.66,Construction,2,3867.36,0.12,0.16,0.74,18,2.88,0.39,0.32,57.0,43.0
3036,5670.31,41,8.08,Finance,0,3168.35,0.49,0.26,0.81,24,2.84,0.41,0.32,73.0,27.0
3037,4486.18,49,7.61,Retail,0,3437.55,0.5,0.19,0.76,39,2.77,0.47,0.41,78.0,22.0
3038,5255.7,29,5.25,Government,2,3239.77,0.45,0.24,1.0,31,3.01,0.55,0.24,74.0,26.0
3039,3555.9,40,4.15,Technology,1,2643.29,0.37,0.17,0.85,21,2.84,0.46,0.26,63.0,37.0
3040,4690.08,45,4.86,Manufacturing,2,3829.71,0.35,0.17,0.95,7,2.91,0.6,0.39,63.0,37.0
3041,5915.32,27,5.06,Energy,2,4537.76,0.52,0.15,0.75,30,2.69,0.69,0.18,67.0,33.0
3042,5235.46,31,6.08,Services,2,4053.16,0.38,0.27,0.75,31,2.97,0.41,0.15,68.0,32.0
3043,4120.2,48,7.06,Construction,1,2197.0,0.57,0.24,0.81,19,2.59,0.51,0.36,69.0,31.0
3044,5336.32,27,3.95,Technology,2,3606.32,0.39,0.15,0.88,18,2.8,0.56,0.34,63.0,37.0
3045,6071.91,24,7.02,Energy,3,5870.46,0.38,0.26,0.84,8,2.87,0.58,0.21,64.0,36.0
3046,2500.0,47,6.43,Manufacturing,2,1337.62,0.46,0.19,0.92,34,2.72,0.52,0.23,77.0,23.0
3047,6738.61,44,4.74,Education,2,5186.58,0.61,0.22,0.89,20,2.81,0.49,0.42,65.0,35.0
3048,4495.62,38,3.87,Retail,3,3616.12,0.58,0.2,0.9,26,2.94,0.34,0.35,65.0,35.0
3049,5638.23,34,5.67,Construction,3,3303.91,0.39,0.13,0.92,15,2.94,0.46,0.27,68.0,32.0
3050,6795.87,31,3.91,Technology,1,6124.18,0.34,0.16,0.95,12,2.8,0.56,0.33,62.0,38.0
3051,2942.49,37,7.04,Services,4,2253.25,0.22,0.27,0.6,35,2.72,0.64,0.2,68.0,32.0
3052,3935.84,47,3.81,Services,0,2774.34,0.5,0.25,0.85,20,2.88,0.39,0.33,60.0,40.0
3053,4567.18,36,6.32,Technology,4,3856.32,0.13,0.15,0.93,17,3.22,0.63,0.1,71.0,29.0
3054,3824.37,52,5.38,Services,0,2162.73,0.66,0.21,0.95,47,2.92,0.6,0.21,80.0,20.0
3055,7602.4,27,4.66,Services,1,5238.38,0.53,0.19,0.84,31,3.14,0.52,0.23,68.0,32.0
3056,3714.84,34,5.35,Technology,3,2966.95,0.29,0.26,0.63,18,2.84,0.42,0.32,57.0,43.0
3057,4166.68,32,7.12,Healthcare,0,2630.54,0.58,0.19,1.0,29,2.86,0.64,0.26,80.0,20.0
3058,5306.58,26,3.71,Finance,0,3031.68,0.48,0.16,0.83,11,2.35,0.49,0.32,57.0,43.0
3059,3196.78,33,4.88,Healthcare,2,2104.51,0.47,0.24,1.0,21,2.77,0.55,0.32,69.0,31.0
3060,4406.48,38,4.37,Government,2,3968.19,0.36,0.26,1.0,17,3.0,0.42,0.25,65.0,35.0
3061,5476.18,39,5.44,Healthcare,0,3563.32,0.48,0.22,0.96,27,2.86,0.36,0.28,72.0,28.0
3062,4500.71,52,4.47,Energy,1,3188.15,0.19,0.23,0.64,37,2.78,0.57,0.36,63.0,37.0
3063,4859.92,38,2.85,Energy,1,2998.27,0.41,0.14,0.81,10,2.81,0.54,0.34,54.0,46.0
3064,4206.0,44,3.92,Healthcare,0,3396.09,0.3,0.14,0.79,38,3.15,0.55,0.27,69.0,31.0
3065,2728.29,35,7.96,Manufacturing,1,1924.49,0.36,0.13,0.9,29,2.67,0.39,0.45,80.0,20.0
3066,5482.39,48,5.87,Manufacturing,0,2524.25,0.3,0.25,0.76,16,3.01,0.58,0.21,62.0,38.0
3067,7632.4,54,5.82,Manufacturing,1,5688.74,0.3,0.18,0.64,16,3.13,0.57,0.45,60.0,40.0
3068,5027.6,39,5.08,Finance,2,3460.48,0.59,0.24,1.0,18,2.94,0.7,0.16,68.0,32.0
3069,5337.9,27,5.42,Education,3,5142.57,0.19,0.17,0.72,17,2.62,0.47,0.14,62.0,38.0
3070,6039.08,30,4.86,Technology,2,5463.03,0.46,0.2,0.86,17,2.93,0.33,0.19,64.0,36.0
3071,3096.0,37,6.29,Technology,0,2298.14,0.23,0.16,0.78,9,2.91,0.46,0.42,63.0,37.0
3072,7553.77,38,5.65,Services,2,5473.7,0.6,0.18,0.94,22,3.11,0.46,0.24,71.0,29.0
3073,5303.49,40,3.74,Healthcare,3,4403.61,0.46,0.11,1.0,29,2.77,0.51,0.27,71.0,29.0
3074,7447.79,38,5.88,Technology,1,5528.84,0.19,0.18,0.87,19,2.37,0.57,0.16,68.0,32.0
3075,3900.45,35,1.81,Retail,1,3171.82,0.45,0.18,0.84,26,2.61,0.45,0.25,58.0,42.0
3076,7727.09,29,6.12,Technology,4,5909.02,0.3,0.12,0.81,33,2.76,0.61,0.22,74.0,26.0
3077,6162.73,38,3.39,Technology,2,4876.02,0.43,0.22,0.73,12,2.8,0.5,0.36,53.0,47.0
3078,5829.56,49,5.36,Retail,3,6341.57,0.2,0.23,0.79,18,2.96,0.3,0.33,63.0,37.0
3079,5351.04,43,3.71,Manufacturing,2,3830.02,0.58,0.17,0.9,11,2.78,0.5,0.23,59.0,41.0
3080,4627.21,39,5.5,Technology,0,2995.62,0.1,0.14,0.95,12,2.69,0.44,0.16,67.0,33.0
3081,6800.8,43,6.37,Finance,0,5780.68,0.28,0.29,1.0,34,2.64,0.51,0.27,78.0,22.0
3082,5210.54,32,7.75,Finance,2,3913.38,0.24,0.21,1.0,19,2.77,0.6,0.48,77.0,23.0
3083,2500.0,30,3.19,Manufacturing,1,1364.33,0.46,0.1,0.84,27,2.84,0.38,0.33,64.0,36.0
3084,3324.22,29,6.96,Government,1,2355.84,0.33,0.18,1.0,25,2.85,0.48,0.15,78.0,22.0
3085,4721.23,33,5.7,Healthcare,0,3858.63,0.37,0.17,0.74,29,2.94,0.66,0.15,68.0,32.0
3086,5465.0,31,4.82,Finance,3,5368.67,0.3,0.16,0.88,25,2.86,0.46,0.2,68.0,32.0
3087,4915.12,44,6.64,Government,3,3527.29,0.19,0.25,1.0,24,2.5,0.44,0.27,75.0,25.0
3088,6828.46,31,5.15,Services,1,5194.36,0.37,0.21,0.92,12,2.53,0.69,0.42,64.0,36.0
3089,2500.0,28,6.58,Services,2,1897.25,0.2,0.23,0.8,24,2.72,0.55,0.03,69.0,31.0
3090,5215.38,50,4.01,Finance,0,3813.5,0.13,0.19,0.82,24,2.73,0.64,0.33,63.0,37.0
3091,2500.0,31,4.55,Manufacturing,1,1618.27,0.49,0.24,0.84,16,3.09,0.43,0.2,61.0,39.0
3092,6139.57,36,6.92,Manufacturing,1,4723.77,0.21,0.18,0.81,7,2.63,0.46,0.37,64.0,36.0
3093,4858.31,38,7.73,Construction,2,4903.16,0.62,0.21,0.94,25,2.91,0.4,0.32,78.0,22.0
3094,5629.41,25,5.45,Construction,1,2476.94,0.61,0.22,0.92,33,3.12,0.55,0.41,73.0,27.0
3095,3704.18,44,1.32,Healthcare,1,2890.07,0.53,0.17,1.0,9,2.94,0.43,0.31,54.0,46.0
3096,6919.2,40,5.2,Education,0,5410.17,0.23,0.1,0.95,22,2.99,0.41,0.46,71.0,29.0
3097,6562.59,47,5.55,Finance,0,3244.32,0.72,0.12,0.92,6,3.09,0.51,0.21,65.0,35.0
3098,5875.32,29,5.15,Healthcare,3,4414.26,0.1,0.32,0.98,29,2.89,0.53,0.22,71.0,29.0
3099,4805.72,35,6.0,Energy,0,2934.52,0.27,0.23,0.95,33,2.96,0.49,0.1,76.0,24.0
3100,5869.79,35,4.78,Healthcare,0,3386.33,0.52,0.23,0.91,23,2.82,0.51,0.32,67.0,33.0
3101,3939.66,37,6.76,Education,1,2467.65,0.51,0.27,0.87,28,3.18,0.66,0.27,73.0,27.0
3102,6283.33,23,3.75,Services,1,4233.57,0.29,0.14,0.85,24,2.88,0.6,0.27,64.0,36.0
3103,7474.22,35,7.36,Technology,2,6593.78,0.28,0.16,0.85,16,2.66,0.5,0.28,71.0,29.0
3104,6605.92,23,7.83,Healthcare,1,5804.23,0.37,0.14,0.86,22,2.63,0.56,0.35,76.0,24.0
3105,3905.6,37,4.13,Finance,0,3047.4,0.39,0.32,1.0,23,2.7,0.59,0.28,66.0,34.0
3106,5542.13,23,4.13,Manufacturing,0,4153.16,0.33,0.15,0.76,22,2.49,0.53,0.28,61.0,39.0
3107,3060.29,23,6.12,Healthcare,0,2549.87,0.65,0.26,1.0,26,3.1,0.42,0.37,74.0,26.0
3108,5858.59,41,3.72,Finance,1,5477.78,0.3,0.17,1.0,25,3.1,0.32,0.48,68.0,32.0
3109,5675.91,30,4.76,Education,3,4918.67,0.62,0.2,0.88,22,2.99,0.68,0.34,66.0,34.0
3110,2500.0,27,7.15,Manufacturing,0,1982.74,0.46,0.26,0.85,18,2.81,0.5,0.25,69.0,31.0
3111,3257.32,45,6.61,Finance,2,2706.41,0.55,0.21,0.87,27,2.59,0.55,0.34,73.0,27.0
3112,4575.29,37,8.47,Construction,2,3450.0,0.18,0.19,0.86,27,2.69,0.41,0.46,79.0,21.0
3113,4548.71,41,5.76,Finance,0,2934.02,0.55,0.31,1.0,25,2.9,0.48,0.31,71.0,29.0
3114,3185.78,33,4.58,Finance,2,2871.99,0.55,0.11,0.88,17,2.72,0.42,0.32,65.0,35.0
3115,5583.47,56,5.58,Manufacturing,2,5337.07,0.3,0.15,0.95,14,2.8,0.4,0.22,68.0,32.0
3116,5377.21,30,5.27,Technology,2,4568.77,0.53,0.18,0.95,29,2.54,0.53,0.22,73.0,27.0
3117,4708.6,48,5.3,Education,3,3736.34,0.18,0.25,0.84,16,2.6,0.53,0.36,63.0,37.0
3118,3866.31,34,5.46,Government,1,2556.24,0.33,0.17,1.0,21,2.69,0.51,0.21,72.0,28.0
3119,6573.06,23,4.1,Healthcare,0,3054.31,0.58,0.25,0.86,11,3.02,0.51,0.27,58.0,42.0
3120,7483.11,38,5.92,Retail,1,5647.52,0.37,0.11,0.84,27,2.85,0.55,0.27,72.0,28.0
3121,4274.66,37,3.39,Technology,0,2903.73,0.36,0.26,0.95,14,2.65,0.3,0.24,59.0,41.0
3122,4081.75,26,4.42,Construction,1,2449.42,0.61,0.24,0.95,13,2.73,0.58,0.17,62.0,38.0
3123,5736.81,27,5.32,Energy,3,5200.44,0.11,0.15,0.9,16,3.08,0.7,0.43,67.0,33.0
3124,4462.96,34,2.11,Finance,1,3415.04,0.37,0.2,0.96,27,2.94,0.35,0.35,62.0,38.0
3125,4790.9,37,6.65,Manufacturing,1,2643.58,0.39,0.19,0.84,22,2.6,0.31,0.16,71.0,29.0
3126,6109.48,23,2.42,Finance,0,3774.59,0.28,0.22,0.95,18,2.83,0.33,0.44,59.0,41.0
3127,2500.0,43,6.5,Services,0,1977.26,0.61,0.26,0.77,37,2.83,0.6,0.31,73.0,27.0
3128,6977.45,31,3.56,Technology,0,4093.55,0.26,0.17,0.92,28,2.95,0.38,0.23,66.0,34.0
3129,5109.02,24,4.89,Retail,3,4328.84,0.27,0.22,0.95,8,2.57,0.52,0.22,62.0,38.0
3130,4382.76,42,6.28,Retail,4,4086.77,0.1,0.21,0.82,17,2.71,0.55,0.46,66.0,34.0
3131,4866.15,34,8.8,Finance,1,3465.2,0.57,0.21,1.0,8,3.01,0.48,0.23,76.0,24.0
3132,4943.64,44,5.67,Education,0,3553.84,0.35,0.27,0.78,20,2.95,0.45,0.26,63.0,37.0
3133,2500.0,38,2.53,Education,2,2230.57,0.35,0.21,0.84,32,2.68,0.47,0.36,62.0,38.0
3134,7242.41,34,6.93,Construction,3,7310.46,0.37,0.14,0.77,25,2.89,0.37,0.28,71.0,29.0
3135,5061.99,33,5.15,Technology,3,4071.08,0.58,0.24,0.83,22,2.71,0.58,0.44,65.0,35.0
3136,5664.5,38,5.6,Manufacturing,2,4774.41,0.64,0.28,0.86,20,2.88,0.61,0.22,65.0,35.0
3137,6427.32,31,6.34,Healthcare,1,5189.3,0.14,0.21,1.0,26,2.96,0.52,0.23,76.0,24.0
3138,3468.26,28,2.16,Healthcare,2,2655.99,0.33,0.27,0.89,10,2.66,0.41,0.21,52.0,48.0
3139,5710.21,39,5.51,Manufacturing,0,3300.98,0.23,0.18,0.9,23,2.73,0.49,0.27,69.0,31.0
3140,4598.54,33,4.89,Services,2,3666.09,0.37,0.22,0.75,25,2.82,0.48,0.33,63.0,37.0
3141,6270.16,35,7.33,Manufacturing,2,4434.96,0.39,0.12,0.88,13,2.7,0.44,0.28,71.0,29.0
3142,2500.0,43,6.59,Government,2,1738.73,0.14,0.17,1.0,16,2.68,0.5,0.23,73.0,27.0
3143,4851.36,34,3.06,Manufacturing,2,3912.21,0.46,0.21,0.81,39,2.87,0.47,0.35,66.0,34.0
3144,4095.77,35,7.39,Retail,2,3102.14,0.33,0.23,0.72,28,3.02,0.61,0.22,71.0,29.0
3145,5648.39,30,6.17,Finance,2,4524.72,0.52,0.22,1.0,10,2.68,0.41,0.38,68.0,32.0
3146,5705.07,38,3.18,Services,0,2823.31,0.4,0.26,0.88,17,2.65,0.48,0.11,58.0,42.0
3147,3938.56,37,5.58,Manufacturing,3,3238.2,0.14,0.12,0.9,23,2.63,0.41,0.32,71.0,29.0
3148,3931.74,42,7.05,Manufacturing,2,2000.34,0.49,0.27,0.95,42,2.78,0.49,0.29,80.0,20.0
3149,4834.0,30,3.68,Manufacturing,2,3164.06,0.2,0.16,0.78,31,3.07,0.53,0.34,64.0,36.0
3150,3655.04,31,7.57,Healthcare,1,2577.6,0.22,0.14,0.88,32,2.72,0.47,0.35,80.0,20.0
3151,6262.98,41,3.23,Education,3,6279.92,0.35,0.25,0.9,27,3.06,0.59,0.3,63.0,37.0
3152,4446.19,37,4.31,Technology,1,3441.59,0.36,0.14,0.95,16,2.7,0.67,0.51,65.0,35.0
3153,2500.0,27,4.09,Retail,2,1977.08,0.14,0.27,0.87,36,2.54,0.3,0.29,68.0,32.0
